
Age,Age_Group,Gender,Region,Household_Type,Occupation,IPTV_Provider,Subscription_Type,Digital_Literacy,OTT_Viewing_Ratio
59,55-64,Male,Rural Areas,Four-or-More,Retired/Unemployed,SKB,Triple-Play,Low,0.35
57,55-64,Female,Other Urban,Single,Retired/Unemployed,Other,Triple-Play,Medium,0.37
42,35-44,Female,Other Urban,Single,Professional/Managerial,SKB,Individual,High,0.69
40,35-44,Male,Seoul,Four-or-More,Professional/Managerial,SKB,Family,High,0.46
36,35-44,Female,Other Urban,Four-or-More,Homemaker,LG U+,Triple-Play,Low,0.44
27,25-34,Female,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Medium,0.46
24,18-24,Male,Other Urban,Single,Student,KT,Triple-Play,High,0.67
44,35-44,Male,Other Urban,Four-or-More,Professional/Managerial,LG U+,Triple-Play,Medium,0.52
31,25-34,Female,Seoul,Two-Person,Office Worker,KT,Triple-Play,Medium,0.54
34,25-34,Female,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,Medium,0.7
60,55-64,Female,Other Urban,Single,Retired/Unemployed,KT,Triple-Play,Low,0.12
78,65+,Female,Rural Areas,Three-Person,Retired/Unemployed,LG U+,Family,Low,0.21
45,45-54,Male,Other Urban,Single,Service Industry,SKB,Individual,Low,0.3
5,5-12,Male,Other Urban,Single,Student,Other,Triple-Play,Low,0.19
7,5-12,Female,Other Urban,Three-Person,Student,SKB,Family,Low,0.38
69,65+,Male,Other Urban,Single,Homemaker,Other,Individual,Low,0.35
31,25-34,Male,Other Urban,Single,Office Worker,SKB,Triple-Play,Medium,0.19
11,5-12,Male,Other Urban,Two-Person,Student,LG U+,Family,Low,0.45
51,45-54,Female,Other Urban,Three-Person,Office Worker,LG U+,Family,High,0.41
47,45-54,Female,Seoul,Single,Office Worker,KT,Individual,High,0.55
48,45-54,Male,Other Urban,Three-Person,Homemaker,LG U+,Family,Low,0.42
34,25-34,Female,Seoul,Three-Person,Professional/Managerial,KT,Triple-Play,High,0.8
1,0-4,Female,Seoul,Three-Person,Student,SKB,Triple-Play,Low,0.06
89,65+,Female,Seoul,Two-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.03
31,25-34,Female,Seoul,Three-Person,Office Worker,Other,Family,Medium,0.55
62,55-64,Male,Other Urban,Single,Retired/Unemployed,SKB,Individual,Medium,0.64
60,55-64,Male,Other Urban,Single,Service Industry,SKB,Individual,Medium,0.33
50,45-54,Female,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Medium,0.23
33,25-34,Female,Rural Areas,Four-or-More,Professional/Managerial,LG U+,Triple-Play,High,0.77
28,25-34,Male,Seoul,Single,Service Industry,Other,Individual,Medium,0.37
49,45-54,Female,Other Urban,Two-Person,Office Worker,LG U+,Family,Medium,0.52
89,65+,Male,Other Urban,Four-or-More,Retired/Unemployed,SKB,Family,Low,0.26
81,65+,Male,Other Urban,Four-or-More,Homemaker,KT,Family,Low,0.38
16,13-17,Female,Rural Areas,Single,Student,KT,Triple-Play,Medium,0.8
24,18-24,Male,Seoul,Two-Person,Student,LG U+,Individual,High,0.52
79,65+,Male,Seoul,Single,Retired/Unemployed,Other,Individual,Low,0.25
63,55-64,Female,Other Urban,Three-Person,Service Industry,LG U+,Family,Low,0.19
79,65+,Female,Rural Areas,Single,Retired/Unemployed,Other,Individual,Low,0.76
23,18-24,Male,Other Urban,Three-Person,Student,KT,Family,Medium,0.3
54,45-54,Female,Other Urban,Four-or-More,Professional/Managerial,LG U+,Triple-Play,High,0.81
60,55-64,Male,Seoul,Four-or-More,Office Worker,SKB,Triple-Play,Low,0.34
62,55-64,Male,Seoul,Four-or-More,Professional/Managerial,SKB,Family,Low,0.29
43,35-44,Female,Seoul,Single,Office Worker,LG U+,Individual,Medium,0.29
1,0-4,Female,Other Urban,Single,Student,KT,Triple-Play,Low,0.1
48,45-54,Female,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,High,0.79
25,25-34,Female,Rural Areas,Two-Person,Professional/Managerial,LG U+,Family,High,0.95
42,35-44,Male,Seoul,Single,Office Worker,LG U+,Individual,High,0.45
82,65+,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.18
35,35-44,Male,Other Urban,Four-or-More,Office Worker,KT,Triple-Play,High,0.61
71,65+,Female,Other Urban,Four-or-More,Homemaker,SKB,Triple-Play,Medium,0.71
21,18-24,Male,Seoul,Single,Office Worker,KT,Individual,Medium,0.72
64,55-64,Male,Other Urban,Two-Person,Service Industry,KT,Individual,Medium,0.42
73,65+,Male,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Low,0.41
15,13-17,Female,Other Urban,Four-or-More,Student,KT,Triple-Play,Medium,0.38
3,0-4,Male,Rural Areas,Two-Person,Student,SKB,Family,Low,0.53
43,35-44,Male,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,High,0.92
7,5-12,Female,Seoul,Three-Person,Student,KT,Triple-Play,Low,0.16
60,55-64,Male,Seoul,Four-or-More,Retired/Unemployed,SKB,Family,Low,0.08
87,65+,Female,Rural Areas,Three-Person,Professional/Managerial,KT,Family,Medium,0.33
44,35-44,Female,Other Urban,Four-or-More,Service Industry,KT,Family,Low,0.19
33,25-34,Male,Other Urban,Three-Person,Service Industry,KT,Triple-Play,Medium,0.71
36,35-44,Female,Rural Areas,Single,Homemaker,KT,Individual,Low,0.38
62,55-64,Male,Rural Areas,Single,Office Worker,KT,Individual,Low,0.03
3,0-4,Male,Other Urban,Four-or-More,Student,SKB,Family,Low,0.14
46,45-54,Female,Other Urban,Single,Office Worker,SKB,Triple-Play,Medium,0.6
52,45-54,Female,Other Urban,Two-Person,Office Worker,KT,Family,High,0.82
49,45-54,Male,Other Urban,Three-Person,Service Industry,KT,Family,Low,0.16
30,25-34,Male,Other Urban,Three-Person,Office Worker,LG U+,Family,Medium,0.26
61,55-64,Male,Other Urban,Single,Homemaker,KT,Individual,Low,0.52
11,5-12,Male,Other Urban,Two-Person,Student,SKB,Triple-Play,Low,0.29
24,18-24,Female,Rural Areas,Two-Person,Student,KT,Individual,High,0.91
90,65+,Female,Other Urban,Single,Office Worker,Other,Individual,Low,0.2
55,55-64,Male,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Low,0.11
3,0-4,Male,Other Urban,Three-Person,Student,SKB,Family,Low,0.1
33,25-34,Female,Other Urban,Four-or-More,Office Worker,KT,Family,High,0.59
25,25-34,Male,Other Urban,Single,Office Worker,SKB,Individual,High,0.37
26,25-34,Male,Other Urban,Two-Person,Office Worker,SKB,Individual,High,0.76
30,25-34,Male,Other Urban,Four-or-More,Service Industry,KT,Triple-Play,Low,0.2
7,5-12,Female,Other Urban,Two-Person,Student,KT,Family,Low,0.34
44,35-44,Male,Other Urban,Single,Professional/Managerial,Other,Triple-Play,Medium,0.15
55,55-64,Male,Other Urban,Four-or-More,Retired/Unemployed,Other,Family,Low,0.19
48,45-54,Male,Other Urban,Four-or-More,Student,LG U+,Family,Medium,0.31
62,55-64,Male,Other Urban,Two-Person,Office Worker,LG U+,Triple-Play,Low,0.21
11,5-12,Male,Other Urban,Two-Person,Student,KT,Family,Low,0.39
90,65+,Male,Other Urban,Single,Homemaker,LG U+,Individual,Medium,0.46
80,65+,Male,Seoul,Four-or-More,Retired/Unemployed,KT,Family,Low,0.37
59,55-64,Female,Seoul,Three-Person,Service Industry,SKB,Family,Low,0.52
77,65+,Female,Rural Areas,Single,Homemaker,LG U+,Individual,Medium,0.28
73,65+,Male,Rural Areas,Single,Office Worker,KT,Individual,Low,0.12
50,45-54,Female,Other Urban,Three-Person,Office Worker,LG U+,Triple-Play,High,0.99
18,18-24,Female,Seoul,Single,Student,SKB,Triple-Play,High,0.82
50,45-54,Female,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,High,0.95
60,55-64,Female,Rural Areas,Four-or-More,Office Worker,Other,Family,Low,0.23
60,55-64,Female,Other Urban,Four-or-More,Homemaker,LG U+,Triple-Play,Low,0.27
52,45-54,Female,Seoul,Three-Person,Office Worker,KT,Family,High,0.47
11,5-12,Male,Other Urban,Two-Person,Student,SKB,Individual,Low,0.33
40,35-44,Male,Other Urban,Single,Office Worker,SKB,Individual,Medium,0.47
69,65+,Male,Seoul,Three-Person,Homemaker,KT,Triple-Play,Low,0.15
46,45-54,Female,Seoul,Two-Person,Office Worker,LG U+,Triple-Play,High,0.75
48,45-54,Male,Other Urban,Two-Person,Professional/Managerial,KT,Triple-Play,High,0.42
34,25-34,Male,Other Urban,Single,Service Industry,KT,Triple-Play,Low,0.08
39,35-44,Male,Other Urban,Single,Office Worker,KT,Triple-Play,High,0.86
90,65+,Female,Rural Areas,Single,Homemaker,KT,Individual,Low,0.25
58,55-64,Female,Seoul,Three-Person,Retired/Unemployed,KT,Family,Low,0.43
56,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Medium,0.61
41,35-44,Male,Other Urban,Single,Office Worker,SKB,Individual,High,0.82
54,45-54,Male,Other Urban,Two-Person,Service Industry,SKB,Family,Medium,0.68
34,25-34,Male,Other Urban,Single,Office Worker,KT,Individual,High,0.66
56,55-64,Female,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,Medium,0.54
35,35-44,Male,Other Urban,Two-Person,Professional/Managerial,SKB,Individual,High,0.66
39,35-44,Female,Seoul,Single,Service Industry,SKB,Individual,Low,0.34
45,45-54,Male,Other Urban,Single,Office Worker,KT,Individual,Medium,0.47
65,65+,Male,Other Urban,Four-or-More,Retired/Unemployed,KT,Triple-Play,Low,0.28
11,5-12,Male,Other Urban,Two-Person,Student,KT,Individual,Low,0.33
65,65+,Female,Other Urban,Single,Service Industry,LG U+,Triple-Play,Medium,0.17
30,25-34,Female,Other Urban,Two-Person,Office Worker,KT,Triple-Play,High,0.52
43,35-44,Male,Other Urban,Single,Office Worker,SKB,Individual,High,0.47
1,0-4,Male,Seoul,Single,Student,SKB,Triple-Play,Low,0.14
25,25-34,Male,Other Urban,Four-or-More,Service Industry,Other,Family,Medium,0.21
49,45-54,Male,Rural Areas,Single,Office Worker,LG U+,Individual,High,0.75
11,5-12,Female,Other Urban,Four-or-More,Student,Other,Family,Low,0.41
53,45-54,Male,Seoul,Two-Person,Retired/Unemployed,LG U+,Triple-Play,Low,0.19
89,65+,Male,Seoul,Single,Retired/Unemployed,SKB,Individual,Low,0.06
13,13-17,Male,Rural Areas,Three-Person,Student,LG U+,Family,Medium,0.53
62,55-64,Female,Other Urban,Two-Person,Homemaker,SKB,Family,Medium,0.51
35,35-44,Male,Rural Areas,Three-Person,Professional/Managerial,KT,Family,Medium,0.38
62,55-64,Female,Other Urban,Four-or-More,Retired/Unemployed,SKB,Triple-Play,Medium,0.34
25,25-34,Male,Other Urban,Four-or-More,Office Worker,SKB,Triple-Play,Medium,0.37
21,18-24,Male,Seoul,Single,Student,LG U+,Individual,Medium,0.5
22,18-24,Female,Other Urban,Single,Office Worker,KT,Individual,Medium,0.45
12,5-12,Female,Other Urban,Two-Person,Student,KT,Individual,Low,0.13
23,18-24,Male,Other Urban,Single,Student,LG U+,Triple-Play,High,0.75
63,55-64,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Individual,Low,0.4
65,65+,Female,Other Urban,Single,Homemaker,LG U+,Individual,Medium,0.53
89,65+,Female,Other Urban,Two-Person,Homemaker,Other,Triple-Play,Low,0.31
55,55-64,Male,Seoul,Single,Service Industry,KT,Individual,Low,0.35
14,13-17,Male,Other Urban,Four-or-More,Student,KT,Triple-Play,Medium,0.38
34,25-34,Female,Rural Areas,Three-Person,Professional/Managerial,KT,Triple-Play,Medium,0.63
27,25-34,Male,Other Urban,Single,Service Industry,Other,Individual,Low,0.33
25,25-34,Female,Other Urban,Four-or-More,Professional/Managerial,KT,Family,High,0.64
47,45-54,Female,Other Urban,Single,Service Industry,KT,Individual,Low,0.3
46,45-54,Female,Other Urban,Single,Service Industry,KT,Individual,Low,0.07
36,35-44,Male,Other Urban,Single,Service Industry,SKB,Individual,Low,0.26
43,35-44,Female,Rural Areas,Four-or-More,Office Worker,KT,Triple-Play,Medium,0.86
88,65+,Male,Other Urban,Two-Person,Retired/Unemployed,LG U+,Family,Low,0.35
55,55-64,Female,Rural Areas,Single,Homemaker,LG U+,Individual,Low,0.19
28,25-34,Male,Seoul,Four-or-More,Retired/Unemployed,LG U+,Family,Low,0.22
81,65+,Male,Rural Areas,Single,Retired/Unemployed,SKB,Individual,Low,0.25
81,65+,Male,Other Urban,Four-or-More,Professional/Managerial,SKB,Family,Low,0.07
28,25-34,Male,Seoul,Single,Student,SKB,Individual,Medium,0.67
36,35-44,Male,Other Urban,Three-Person,Service Industry,SKB,Triple-Play,Medium,0.65
47,45-54,Male,Other Urban,Three-Person,Office Worker,KT,Family,High,0.8
75,65+,Female,Other Urban,Four-or-More,Service Industry,LG U+,Triple-Play,Medium,0.14
89,65+,Female,Other Urban,Four-or-More,Homemaker,SKB,Family,Low,0.3
14,13-17,Male,Other Urban,Four-or-More,Student,KT,Family,Medium,0.26
38,35-44,Female,Rural Areas,Two-Person,Office Worker,KT,Triple-Play,Medium,0.62
45,45-54,Female,Seoul,Three-Person,Service Industry,KT,Family,Medium,0.54
46,45-54,Male,Other Urban,Three-Person,Retired/Unemployed,KT,Family,Low,0.21
22,18-24,Female,Seoul,Single,Student,SKB,Individual,Medium,0.62
78,65+,Male,Other Urban,Four-or-More,Homemaker,KT,Family,Low,0.36
64,55-64,Female,Other Urban,Two-Person,Homemaker,KT,Triple-Play,Low,0.08
79,65+,Male,Rural Areas,Single,Homemaker,SKB,Individual,Medium,0.88
65,65+,Male,Seoul,Two-Person,Retired/Unemployed,Other,Family,Low,0.21
61,55-64,Male,Rural Areas,Two-Person,Service Industry,KT,Family,Medium,0.34
38,35-44,Female,Other Urban,Two-Person,Retired/Unemployed,KT,Individual,Low,0.08
50,45-54,Male,Other Urban,Two-Person,Service Industry,SKB,Triple-Play,Medium,0.39
22,18-24,Male,Other Urban,Single,Service Industry,LG U+,Individual,Low,0.27
60,55-64,Male,Rural Areas,Two-Person,Homemaker,SKB,Family,Low,0.1
23,18-24,Male,Other Urban,Four-or-More,Homemaker,SKB,Triple-Play,Low,0.12
56,55-64,Female,Rural Areas,Two-Person,Homemaker,LG U+,Individual,Medium,0.14
25,25-34,Male,Other Urban,Two-Person,Service Industry,LG U+,Triple-Play,Low,0.33
13,13-17,Male,Seoul,Single,Student,Other,Individual,High,0.58
23,18-24,Female,Other Urban,Single,Service Industry,SKB,Individual,Medium,0.72
3,0-4,Male,Other Urban,Two-Person,Student,Other,Family,Low,0.21
55,55-64,Male,Seoul,Single,Service Industry,LG U+,Individual,Medium,0.69
63,55-64,Male,Rural Areas,Three-Person,Service Industry,LG U+,Triple-Play,Medium,0.49
47,45-54,Female,Rural Areas,Three-Person,Office Worker,LG U+,Triple-Play,Medium,0.81
20,18-24,Male,Other Urban,Two-Person,Student,Other,Individual,High,0.67
10,5-12,Male,Rural Areas,Two-Person,Student,Other,Family,Low,0.19
1,0-4,Male,Other Urban,Four-or-More,Student,KT,Family,Low,0.22
22,18-24,Male,Other Urban,Single,Office Worker,SKB,Individual,High,0.25
90,65+,Male,Seoul,Two-Person,Retired/Unemployed,Other,Triple-Play,Medium,0.71
33,25-34,Male,Other Urban,Four-or-More,Professional/Managerial,SKB,Triple-Play,High,0.93
37,35-44,Male,Seoul,Four-or-More,Service Industry,KT,Family,Low,0.3
17,13-17,Female,Other Urban,Two-Person,Student,KT,Family,High,0.9
29,25-34,Female,Other Urban,Two-Person,Retired/Unemployed,SKB,Family,Low,0.1
54,45-54,Female,Seoul,Single,Office Worker,LG U+,Individual,High,0.73
51,45-54,Female,Other Urban,Single,Professional/Managerial,KT,Triple-Play,High,0.65
28,25-34,Female,Rural Areas,Three-Person,Office Worker,LG U+,Family,Medium,0.38
7,5-12,Female,Other Urban,Single,Student,Other,Individual,Low,0.18
38,35-44,Male,Seoul,Four-or-More,Professional/Managerial,KT,Family,High,0.71
31,25-34,Female,Seoul,Two-Person,Professional/Managerial,KT,Family,High,0.81
33,25-34,Female,Other Urban,Single,Office Worker,LG U+,Individual,High,0.97
75,65+,Female,Rural Areas,Single,Retired/Unemployed,Other,Triple-Play,Low,0.33
48,45-54,Male,Rural Areas,Two-Person,Service Industry,KT,Triple-Play,Low,0.57
48,45-54,Female,Other Urban,Single,Office Worker,LG U+,Individual,High,0.9
40,35-44,Female,Other Urban,Three-Person,Professional/Managerial,SKB,Family,High,0.61
40,35-44,Female,Other Urban,Four-or-More,Professional/Managerial,KT,Triple-Play,High,0.68
51,45-54,Male,Other Urban,Four-or-More,Homemaker,LG U+,Triple-Play,Medium,0.57
55,55-64,Male,Other Urban,Three-Person,Homemaker,SKB,Triple-Play,Medium,0.31
57,55-64,Male,Seoul,Four-or-More,Retired/Unemployed,LG U+,Family,Low,0.56
18,18-24,Female,Rural Areas,Two-Person,Student,KT,Family,Medium,0.16
50,45-54,Male,Rural Areas,Two-Person,Office Worker,LG U+,Individual,High,0.82
40,35-44,Male,Other Urban,Three-Person,Office Worker,KT,Family,Medium,0.47
85,65+,Female,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.09
47,45-54,Female,Rural Areas,Single,Office Worker,SKB,Triple-Play,High,0.5
49,45-54,Female,Seoul,Three-Person,Office Worker,KT,Triple-Play,High,0.7
13,13-17,Male,Other Urban,Four-or-More,Student,Other,Family,Medium,0.39
47,45-54,Female,Other Urban,Two-Person,Office Worker,KT,Family,Medium,0.81
16,13-17,Female,Other Urban,Two-Person,Student,SKB,Individual,High,0.7
29,25-34,Female,Other Urban,Two-Person,Student,LG U+,Family,High,0.75
19,18-24,Male,Other Urban,Two-Person,Service Industry,SKB,Family,Low,0.37
63,55-64,Male,Rural Areas,Two-Person,Professional/Managerial,KT,Individual,Medium,0.53
21,18-24,Male,Other Urban,Four-or-More,Student,LG U+,Family,High,0.62
37,35-44,Male,Other Urban,Two-Person,Professional/Managerial,SKB,Family,Medium,0.37
90,65+,Male,Other Urban,Single,Retired/Unemployed,KT,Individual,Low,0.18
18,18-24,Female,Other Urban,Three-Person,Student,KT,Family,High,0.77
54,45-54,Female,Rural Areas,Two-Person,Office Worker,SKB,Triple-Play,High,0.8
40,35-44,Male,Seoul,Three-Person,Office Worker,LG U+,Triple-Play,Medium,0.46
1,0-4,Male,Other Urban,Two-Person,Student,SKB,Family,Low,0.18
62,55-64,Male,Rural Areas,Three-Person,Homemaker,KT,Triple-Play,Low,0.41
8,5-12,Female,Seoul,Single,Student,SKB,Individual,Low,0.32
35,35-44,Female,Rural Areas,Single,Office Worker,KT,Individual,Medium,0.31
48,45-54,Female,Seoul,Two-Person,Office Worker,KT,Triple-Play,High,0.5
49,45-54,Male,Seoul,Three-Person,Service Industry,Other,Triple-Play,Low,0.17
56,55-64,Male,Rural Areas,Single,Office Worker,KT,Individual,Low,0.25
25,25-34,Male,Other Urban,Two-Person,Service Industry,KT,Triple-Play,Medium,0.42
4,0-4,Male,Seoul,Four-or-More,Student,Other,Family,Low,0.39
63,55-64,Female,Other Urban,Single,Service Industry,KT,Triple-Play,Medium,0.3
46,45-54,Female,Seoul,Four-or-More,Office Worker,SKB,Family,High,0.75
74,65+,Female,Rural Areas,Three-Person,Service Industry,LG U+,Family,Low,0.01
76,65+,Male,Other Urban,Four-or-More,Retired/Unemployed,KT,Family,Medium,0.54
72,65+,Female,Other Urban,Four-or-More,Retired/Unemployed,LG U+,Triple-Play,Low,0.17
44,35-44,Male,Other Urban,Two-Person,Service Industry,LG U+,Triple-Play,Medium,0.27
33,25-34,Male,Other Urban,Three-Person,Retired/Unemployed,SKB,Triple-Play,Low,0.55
55,55-64,Female,Rural Areas,Two-Person,Homemaker,KT,Family,Low,0.28
41,35-44,Female,Other Urban,Single,Professional/Managerial,Other,Individual,High,0.97
20,18-24,Female,Rural Areas,Single,Student,LG U+,Individual,High,0.89
84,65+,Male,Other Urban,Single,Homemaker,SKB,Individual,Medium,0.73
77,65+,Female,Other Urban,Single,Homemaker,Other,Individual,Medium,0.32
37,35-44,Female,Rural Areas,Three-Person,Service Industry,SKB,Triple-Play,Medium,0.49
11,5-12,Male,Seoul,Four-or-More,Student,SKB,Triple-Play,Low,0.05
43,35-44,Male,Other Urban,Four-or-More,Service Industry,LG U+,Family,Medium,0.5
57,55-64,Male,Other Urban,Single,Retired/Unemployed,SKB,Triple-Play,Low,0.35
77,65+,Male,Other Urban,Single,Office Worker,LG U+,Triple-Play,Low,0.09
23,18-24,Male,Other Urban,Three-Person,Office Worker,KT,Family,High,0.78
12,5-12,Male,Other Urban,Two-Person,Student,LG U+,Family,Low,0.49
86,65+,Female,Other Urban,Three-Person,Retired/Unemployed,SKB,Family,Low,0.24
36,35-44,Female,Other Urban,Three-Person,Professional/Managerial,KT,Triple-Play,High,0.74
51,45-54,Male,Other Urban,Two-Person,Professional/Managerial,KT,Individual,High,0.78
66,65+,Male,Other Urban,Single,Homemaker,SKB,Individual,Medium,0.56
6,5-12,Male,Seoul,Single,Student,LG U+,Individual,Low,0.26
46,45-54,Male,Other Urban,Single,Service Industry,SKB,Triple-Play,Medium,0.34
7,5-12,Male,Other Urban,Two-Person,Student,LG U+,Family,Low,0.13
35,35-44,Female,Rural Areas,Four-or-More,Retired/Unemployed,SKB,Triple-Play,Medium,0.36
55,55-64,Female,Other Urban,Single,Service Industry,LG U+,Triple-Play,Low,0.26
41,35-44,Female,Rural Areas,Single,Homemaker,KT,Individual,Low,0.27
80,65+,Male,Seoul,Two-Person,Retired/Unemployed,SKB,Family,Low,0.29
49,45-54,Female,Other Urban,Single,Office Worker,KT,Individual,High,0.42
27,25-34,Female,Other Urban,Four-or-More,Office Worker,Other,Family,High,0.7
25,25-34,Female,Rural Areas,Single,Professional/Managerial,SKB,Triple-Play,Medium,0.32
44,35-44,Female,Seoul,Four-or-More,Office Worker,KT,Triple-Play,High,0.97
40,35-44,Female,Rural Areas,Four-or-More,Service Industry,SKB,Triple-Play,Medium,0.19
7,5-12,Female,Other Urban,Four-or-More,Student,SKB,Family,Low,0.12
35,35-44,Male,Seoul,Single,Office Worker,LG U+,Individual,High,0.51
43,35-44,Female,Rural Areas,Single,Office Worker,SKB,Individual,Medium,0.63
56,55-64,Female,Other Urban,Three-Person,Service Industry,SKB,Family,Medium,0.44
55,55-64,Male,Other Urban,Three-Person,Retired/Unemployed,Other,Triple-Play,Low,0.23
61,55-64,Male,Seoul,Three-Person,Retired/Unemployed,Other,Family,Low,0.25
